x,y
1.5729330596419200,10.56182765043530
1.5870452731212200,6.924012620215180
1.6070375755502300,5.8501539514198
1.6329099669289500,8.883567111415220
1.6552543049378500,9.01471091344512
1.6677200935112300,5.53997035009694
1.67491060228402,2.50069237411012
1.6811266963165700,-0.3307104572927
1.685830767476340,-3.12179267875466
1.6905348386361000,-6.06967727220888
1.6952389097958700,-8.98620139126464
1.699942980955640,-11.65184171513280
1.7046470521154100,-14.254761090204100
1.709351123275170,-16.98312236286920
1.7140551944349400,-19.80556505872960
1.7187592655947100,-23.03569392176980
1.7234633367544800,-25.79541566883340
1.7340474968639500,-28.80602121108450
1.752863781503020,-30.94993727905120
1.7740321017219800,-29.05690500627210
1.795200421940930,-26.4340289656745
1.8140167065800000,-26.84912760862120
1.8246008666894700,-29.80955639183480
1.8340090090090100,-33.19648762686730
1.839889097958720,-36.16527920325390
1.8457691869084300,-39.06089633937730
1.8504732580681900,-42.04014140723000
1.8554125327859500,-45.06329113924050
1.8630734486747100,-48.1061531694443
1.872425590147110,-51.63644657315540
1.881755331280650,-54.6470521154065
1.901042023035690,-56.0497206066826
1.9198583076747600,-52.58980499486830
1.9285944398286200,-49.57561539840020
1.9386745923138300,-45.891207663359500
1.9504347702132500,-42.78024860303340
1.9692510548523200,-40.59755958490130
1.9908113810012500,-42.39556011707910
1.9998275173908100,-45.46470521154060
2.005315600410540,-47.87318964534150
