x,y
0.0088293990192724,0.24945831907858
0.0132982666210514,-1.0833618428554600
0.0382298437678184,-1.95005131713988
0.0582221461968296,0.00380126962408
0.0655134564944691,2.6798950849584
0.0720991561181434,5.91629604287834
0.078214448625841,9.495571520888000
0.085270555365492,12.8615957729882
0.0923266621051431,16.06036416163
0.0982067510548523,18.95598129775350
0.1029108222146200,21.966586840004600
0.1087909111643290,25.363971566503200
0.1149062036720260,28.420572471205400
0.1225111187136500,32.03329912190670
0.1326472720460060,35.653193881042
0.1452474626525260,36.0944805565059
0.1614765081537230,32.183829399019300
0.1746479074010720,28.841499727575700
0.1981682631999090,25.56733949139010
0.21816056562892,26.534762610712000
0.22968553997035,29.57463792906830
0.2346248146881060,32.56642718668040
0.240504903637815,35.48295130573610
0.2466201961455130,38.2803056220778
0.2534410993271750,41.42053445850920
0.2604972060668260,44.51476793248950
0.2781374729159540,47.59949823240970
0.2981297753449650,47.0236058843654
0.3096547496863950,43.59904208005480
0.3148292279621390,40.6887900558787
0.3214149275858140,37.352035579883700
0.3265894058615580,34.24107651955760
0.3342503217503220,30.95808285681710
0.3463465047325810,27.54247918804880
0.3651627893716500,24.50678526627900
0.3839790740107200,25.485232067510600
0.395739251910138,28.59619112783670
0.4086754475994980,31.65697342912540
0.4286677500285100,33.05964192040140
0.4460728133196490,29.42410765195580
0.4542041363243890,25.95832722415000
0.4604202303569390,23.1896453415441
0.4651243015167070,20.46128406887900
0.4698283726764740,17.32523662903410
0.4745324438362410,14.377352035579900
0.4794717185539970,11.38556277796790
0.4862926217356600,7.948454783897840
0.4931135249173220,4.31063975367774
0.4982880031930670,0.57247120538262
0.5074609419546130,-2.40050176759034
0.5251012088037400,-5.13171399247344
0.5486215646025770,-3.843083589919
0.572141920401414,-1.36845706465956
0.5897821872505420,-2.65138556277794
0.5976783066972940,-6.1547985598618200
0.6050704185197860,-9.55068993043674
0.6111857110274830,-12.39822100581590
0.618790626069107,-15.4840916866233
0.6227106853689130,-18.70794845478390
0.627649960086669,-21.95689360246320
0.6342356597103430,-25.54453187364580
0.639174934428099,-28.30425362070930
0.6438790055878660,-31.252138214163500
0.6485830767476340,-34.38818565400840
0.6550511745923140,-36.928384080282800
0.6732794503364120,-40.16421484775910
0.6944477705553660,-39.092256813775800
0.7097360018246100,-35.93530239099860
0.7297283042536210,-32.92279621393540
0.7497206066826320,-33.63553426844560
0.757952731212225,-37.04337248641040
0.7655968468468470,-39.71946630174470
0.7732409624814690,-43.33637434903260
0.7802970692211200,-47.20416619150790
0.7881931886678720,-50.47162895264160
0.7991133538601890,-53.643516934656200
0.8133935698809120,-56.958767085349300
0.8285137986087350,-57.438134336868500
0.844978047667921,-53.4929866575436
0.8529749686395250,-50.432204356255000
0.8586982552172420,-47.07872429391410
0.867322385676816,-43.4513627551602
0.8779065457862930,-40.47211768730750
0.896722830425362,-37.0281674079142
0.9167151328543730,-37.566047059717900
0.9284753107537920,-40.40939673851060
0.936237028167408,-43.5078116090774
0.9531716843425700,-46.32227163872730
0.9755160223514650,-45.25459003307100
0.988116212957985,-42.1745434403662
0.9945675105485230,-39.11734519329450
1.0013884137301900,-35.95620937393090
1.0082093169118500,-32.584331166609600
1.0133837951875900,-29.40814231953470
1.0176174592313800,-25.59470863268330
1.0227919375071300,-22.17767134222830
1.02961284068879,-19.08427414756530
1.036668947428440,-15.42555213441290
1.0496051431178000,-11.88928530700680
1.0707734633367500,-10.343254647052100
1.0919417835557100,-12.2118501865337
1.113110103774660,-14.08370395712160
1.1307503706237900,-10.8051089063747
1.140158512943320,-7.807047553882960
1.1469794161249900,-4.06887900558782
1.15215389440073,-0.8826548067054
1.158739594024400,2.15303911506444
1.1639140723001500,5.48979359105944
1.1686181434599200,9.4537575550234
1.1752038430835900,12.74033527198090
1.180378321359330,15.750940814232000
1.1871992245410000,18.90371384042270
1.1942553312806500,22.24883110959060
1.2118955981297800,25.77260805108910
1.2342399361386700,24.36566313148590
1.2530562207777400,21.339377352035600
1.2754005587866300,20.127722659368200
1.2930408256357600,23.2941802562056
1.3009369450825100,26.926021862730700
1.308329056905010,30.0889497092029
1.3153851636446600,33.12046223438630
1.321500456152360,36.17288174250200
1.3291613720411200,39.685254875128300
1.3353774660736700,42.91538373816860
1.3471376439730900,45.99916372068270
1.3659539286121600,47.18668035123730
1.3819141700470800,42.96466448365190
1.3941783555707600,39.403010605542300
1.4033512943323100,35.972174706351900
1.4094665868400000,33.18318318318320
1.4224027825293600,30.235298589729
1.442395084958380,29.227962139354600
1.4600353518075000,32.50370623788350
1.4706195119169800,35.39514197742050
1.4823796898164000,38.330482381115300
1.5011959744554700,40.27825293648080
1.5200122590945400,37.4774774774775
1.5294204014140700,34.50032310791810
1.535065286805790,31.355912874900200
1.5392989508495800,27.89371650131150
1.5447086326833200,25.07127380545100
1.5494127038430800,22.62515680237200
1.5541167750028500,19.8654350553085
1.5570568194777100,16.85482951305740
1.5635249173223900,13.73968905614480
